loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status
5200,36 months,10.86,169.9,B,7 years,RENT,68200,Verified,medical,29.13,1,705,55.3,Fully Paid
26100,36 months,12.15,868.76,B,4 years,MORTGAGE,55300,Verified,major_purchase,27.31,0,707,80.3,Charged Off
20600,36 months,6.62,632.5,A,7 years,MORTGAGE,39600,Source Verified,debt_consolidation,13.94,0,743,13.1,Fully Paid
6000,36 months,13.6,203.9,C,3 years,RENT,58000,Source Verified,credit_card,10.03,0,718,44.3,Fully Paid
10000,36 months,13.51,339.4,C,10+ years,MORTGAGE,83100,Verified,credit_card,36.47,0,702,63.6,Fully Paid
25900,36 months,14.76,894.79,C,2 years,OWN,69400,Verified,debt_consolidation,24.6,1,691,43.2,Charged Off
17500,60 months,12.68,395.32,C,10+ years,RENT,100500,Source Verified,debt_consolidation,20.66,0,706,51.6,Charged Off
11900,60 months,21.59,325.9,E,10+ years,RENT,85500,Not Verified,debt_consolidation,16.25,0,652,39.5,Fully Paid
10400,36 months,5.04,311.88,A,5 years,RENT,30900,Verified,debt_consolidation,18.62,0,759,35.2,Fully Paid
11200,36 months,14.17,383.71,C,,RENT,44600,Source Verified,debt_consolidation,18.86,1,701,15.4,Fully Paid
10100,36 months,12.42,337.49,C,,MORTGAGE,72500,Verified,debt_consolidation,7.32,0,700,76.5,Fully Paid
13200,36 months,8.28,415.35,B,3 years,MORTGAGE,26500,Source Verified,medical,11.37,1,733,86.3,Fully Paid
7100,36 months,14.45,244.22,D,,MORTGAGE,39800,Not Verified,debt_consolidation,27.45,0,697,84.4,Charged Off
9800,36 months,14.68,338.19,D,2 years,MORTGAGE,47000,Not Verified,debt_consolidation,14.57,0,695,56.6,Fully Paid
10700,36 months,9.0,340.26,B,10+ years,RENT,133900,Verified,car,26.0,1,699,20.6,Charged Off
20200,36 months,6.05,614.98,A,1 year,RENT,33300,Not Verified,debt_consolidation,16.92,1,760,47.9,Fully Paid
13200,36 months,8.85,418.84,B,4 years,OWN,66700,Not Verified,credit_card,27.26,0,726,48.9,Fully Paid
12900,36 months,10.36,418.43,B,2 years,RENT,50500,Source Verified,debt_consolidation,21.86,0,709,51.5,Charged Off
18500,36 months,11.49,609.97,B,5 years,MORTGAGE,105700,Source Verified,other,16.11,1,736,70.6,Fully Paid
19100,36 months,9.03,607.64,B,10+ years,RENT,61900,Verified,credit_card,22.96,0,710,23.6,Fully Paid
5700,60 months,6.3,110.99,A,10+ years,RENT,38900,Not Verified,home_improvement,34.79,0,760,21.6,Fully Paid
17600,60 months,6.54,344.69,A,4 years,MORTGAGE,47300,Not Verified,credit_card,34.9,1,741,75.9,Fully Paid
14300,36 months,18.86,523.17,D,< 1 year,RENT,102600,Not Verified,debt_consolidation,12.96,0,685,51.4,Fully Paid
14300,36 months,15.72,500.77,D,2 years,RENT,81300,Not Verified,car,24.11,0,658,51.0,Charged Off
26100,60 months,24.68,761.18,G,5 years,MORTGAGE,69700,Source Verified,debt_consolidation,11.03,1,658,21.2,Fully Paid
15100,36 months,14.97,523.22,C,10+ years,MORTGAGE,84100,Source Verified,small_business,14.01,1,709,61.4,Fully Paid
3600,36 months,17.98,130.11,D,3 years,MORTGAGE,40000,Not Verified,debt_consolidation,14.09,0,675,77.0,Fully Paid
13600,60 months,13.11,310.21,C,5 years,MORTGAGE,48700,Verified,credit_card,10.0,0,704,48.1,Fully Paid
14100,60 months,6.42,275.35,A,1 year,MORTGAGE,96900,Source Verified,credit_card,16.54,1,755,48.8,Charged Off
29100,36 months,17.24,1040.97,D,10+ years,MORTGAGE,82800,Not Verified,other,10.87,0,715,26.8,Fully Paid
4800,36 months,20.11,178.65,E,1 year,MORTGAGE,64800,Not Verified,debt_consolidation,9.99,0,672,61.6,Charged Off
10600,36 months,12.77,355.98,C,1 year,MORTGAGE,80400,Source Verified,home_improvement,12.25,1,693,61.4,Fully Paid
16800,36 months,15.41,585.76,D,5 years,MORTGAGE,73300,Verified,debt_consolidation,22.91,2,702,20.3,Fully Paid
10800,60 months,18.82,279.09,E,3 years,MORTGAGE,61400,Not Verified,credit_card,12.76,0,664,44.9,Fully Paid
11200,36 months,5.09,336.13,A,,OWN,160000,Verified,debt_consolidation,14.29,0,742,78.4,Fully Paid
8500,60 months,13.43,195.28,C,10+ years,MORTGAGE,122700,Source Verified,credit_card,23.12,0,698,47.9,Fully Paid
5400,36 months,9.37,172.65,B,10+ years,MORTGAGE,71600,Verified,debt_consolidation,23.0,0,737,50.2,Fully Paid
12000,36 months,17.29,429.57,E,10+ years,OWN,50300,Verified,debt_consolidation,25.5,1,672,33.4,Charged Off
15500,60 months,12.44,348.25,B,4 years,MORTGAGE,21100,Source Verified,medical,26.19,0,696,58.9,Fully Paid
19900,60 months,6.02,384.91,A,4 years,RENT,90300,Verified,credit_card,19.19,1,733,46.1,Fully Paid
5300,36 months,9.08,168.74,B,1 year,MORTGAGE,76800,Source Verified,home_improvement,12.85,1,718,30.2,Fully Paid
17200,36 months,7.58,535.66,A,10+ years,RENT,33900,Source Verified,credit_card,17.62,0,749,43.4,Fully Paid
6000,60 months,19.63,157.73,E,,MORTGAGE,48500,Not Verified,debt_consolidation,5.86,1,654,36.2,Charged Off
25200,36 months,8.39,794.22,B,< 1 year,OTHER,124800,Not Verified,debt_consolidation,29.06,2,707,32.4,Fully Paid
31500,60 months,8.37,644.3,A,10+ years,OWN,54700,Verified,home_improvement,10.35,0,748,50.0,Fully Paid
16700,60 months,6.29,325.11,A,2 years,RENT,105800,Not Verified,credit_card,16.93,0,736,38.3,Fully Paid
22900,36 months,6.25,699.26,A,10+ years,RENT,124200,Source Verified,small_business,23.69,0,728,55.3,Fully Paid
17600,60 months,9.64,370.84,B,6 years,MORTGAGE,36300,Verified,home_improvement,14.32,0,699,36.9,Charged Off
24300,60 months,13.38,557.64,C,10+ years,MORTGAGE,67200,Source Verified,debt_consolidation,13.72,0,689,51.2,Fully Paid
9700,36 months,7.1,299.95,A,< 1 year,MORTGAGE,118200,Verified,debt_consolidation,16.91,0,745,34.6,Fully Paid
4800,36 months,19.31,176.7,D,6 years,MORTGAGE,35400,Not Verified,credit_card,33.8,0,696,46.1,Fully Paid
10700,36 months,10.99,350.25,B,10+ years,RENT,24900,Source Verified,credit_card,13.99,0,728,37.9,Fully Paid
16700,36 months,19.16,613.51,E,10+ years,MORTGAGE,99300,Source Verified,debt_consolidation,8.22,2,681,36.1,Fully Paid
9600,60 months,10.45,206.1,B,10+ years,RENT,145300,Source Verified,debt_consolidation,22.74,0,719,74.1,Fully Paid
7600,60 months,11.27,166.27,B,10+ years,RENT,41000,Verified,debt_consolidation,19.88,0,726,66.1,Fully Paid
10900,36 months,14.97,377.69,D,2 years,RENT,91400,Source Verified,debt_consolidation,9.37,0,681,79.8,Charged Off
6800,60 months,10.25,145.32,B,10+ years,MORTGAGE,25600,Not Verified,credit_card,14.09,0,701,35.5,Fully Paid
28400,36 months,9.32,907.35,B,10+ years,RENT,65900,Verified,debt_consolidation,17.46,0,702,92.7,Fully Paid
12400,36 months,10.85,405.08,B,< 1 year,MORTGAGE,37500,Source Verified,car,7.72,0,698,60.3,Fully Paid
14100,36 months,18.29,511.8,E,3 years,MORTGAGE,73500,Verified,debt_consolidation,17.69,0,664,21.4,Fully Paid
11200,36 months,17.85,404.06,D,9 years,MORTGAGE,108800,Verified,debt_consolidation,18.34,0,686,69.3,Fully Paid
5900,36 months,13.82,201.13,C,10+ years,MORTGAGE,64500,Verified,debt_consolidation,14.83,0,681,68.5,Charged Off
4600,36 months,14.16,157.57,D,4 years,OWN,39900,Not Verified,credit_card,17.11,0,673,56.3,Charged Off
11800,36 months,13.14,398.38,D,5 years,MORTGAGE,119300,Not Verified,small_business,29.45,0,672,65.5,Fully Paid
5100,36 months,11.41,167.96,B,8 years,MORTGAGE,53000,Source Verified,debt_consolidation,19.28,0,714,73.0,Charged Off
6000,36 months,17.18,214.45,D,1 year,MORTGAGE,31800,Not Verified,other,13.07,0,685,66.9,Fully Paid
23700,36 months,10.09,765.73,B,10+ years,RENT,106600,Not Verified,debt_consolidation,20.31,0,722,51.0,Fully Paid
19500,36 months,10.18,630.86,B,3 years,OWN,63300,Source Verified,debt_consolidation,20.31,1,723,31.3,Charged Off
4400,36 months,16.34,155.43,C,10+ years,MORTGAGE,67700,Not Verified,credit_card,22.27,0,696,62.9,Charged Off
17600,36 months,21.53,667.88,E,1 year,RENT,82300,Verified,credit_card,13.42,1,664,37.7,Charged Off
7000,36 months,14.2,239.92,C,10+ years,OWN,69000,Source Verified,debt_consolidation,10.16,0,677,53.0,Fully Paid
13600,36 months,22.36,521.93,F,10+ years,MORTGAGE,112000,Verified,major_purchase,26.55,0,663,28.8,Charged Off
7400,36 months,16.19,260.86,D,3 years,RENT,72200,Source Verified,debt_consolidation,23.19,1,694,38.5,Fully Paid
12800,60 months,11.5,281.51,B,10+ years,MORTGAGE,85300,Verified,other,19.12,0,738,26.6,Fully Paid
5400,36 months,6.89,166.46,A,10+ years,OWN,88100,Verified,debt_consolidation,7.53,1,746,57.9,Fully Paid
9600,36 months,14.16,328.85,C,4 years,RENT,50300,Verified,medical,14.19,0,697,33.6,Fully Paid
18100,36 months,11.87,600.06,B,6 years,OWN,30800,Not Verified,car,39.57,1,736,61.6,Charged Off
10500,60 months,9.82,222.17,B,10+ years,MORTGAGE,38700,Source Verified,debt_consolidation,9.38,0,733,10.9,Fully Paid
7600,36 months,10.21,245.98,B,4 years,RENT,41200,Source Verified,debt_consolidation,22.6,0,703,65.8,Charged Off
24200,60 months,12.58,545.44,C,9 years,RENT,32300,Verified,debt_consolidation,16.42,1,706,64.7,Fully Paid
28100,36 months,13.21,949.64,D,8 years,RENT,35500,Source Verified,car,28.01,1,690,33.2,Fully Paid
20300,36 months,11.71,671.44,B,< 1 year,OWN,48600,Source Verified,credit_card,9.63,0,700,38.1,Fully Paid
11900,60 months,11.52,261.83,B,1 year,RENT,155200,Not Verified,small_business,23.39,0,710,12.8,Fully Paid
23900,36 months,10.54,777.26,B,4 years,MORTGAGE,68800,Verified,debt_consolidation,4.66,1,711,70.3,Fully Paid
14200,60 months,12.47,319.25,B,8 years,MORTGAGE,64500,Not Verified,debt_consolidation,25.06,0,718,24.3,Fully Paid
6800,60 months,17.15,169.55,D,10+ years,RENT,150600,Verified,car,19.31,0,690,61.5,Charged Off
15500,36 months,7.52,482.29,A,10+ years,MORTGAGE,35800,Source Verified,debt_consolidation,33.7,0,736,74.0,Fully Paid
25800,36 months,11.39,849.43,C,10+ years,RENT,160700,Verified,debt_consolidation,25.98,0,688,70.4,Fully Paid
18200,36 months,8.74,576.56,B,10+ years,RENT,44100,Verified,debt_consolidation,7.78,0,738,53.4,Fully Paid
18900,36 months,10.5,614.3,B,4 years,RENT,96500,Source Verified,debt_consolidation,7.69,0,698,80.0,Fully Paid
15000,36 months,8.29,472.05,B,7 years,RENT,30200,Not Verified,debt_consolidation,6.35,0,715,23.3,Fully Paid
9300,36 months,15.2,323.3,D,2 years,RENT,45900,Not Verified,debt_consolidation,10.61,0,687,24.2,Fully Paid
14200,36 months,5.41,428.21,A,1 year,RENT,67100,Verified,small_business,28.79,1,751,29.2,Fully Paid
40000,36 months,6.77,1230.88,A,10+ years,RENT,58500,Verified,other,25.72,1,735,82.2,Fully Paid
17400,36 months,14.03,594.94,C,1 year,MORTGAGE,58200,Source Verified,debt_consolidation,9.34,0,707,83.6,Fully Paid
9700,36 months,13.25,328.0,C,7 years,RENT,28800,Verified,credit_card,38.21,0,695,50.6,Fully Paid
17500,36 months,13.51,593.95,C,6 years,RENT,30000,Not Verified,credit_card,21.29,0,680,67.9,Charged Off
8600,36 months,10.67,280.21,B,2 years,MORTGAGE,81600,Verified,debt_consolidation,14.93,0,717,28.7,Fully Paid
20900,36 months,7.76,652.62,A,10+ years,RENT,34000,Source Verified,debt_consolidation,38.42,0,751,32.3,Fully Paid
19300,36 months,9.98,622.58,B,10+ years,RENT,67100,Source Verified,debt_consolidation,21.63,0,712,57.5,Fully Paid
13100,36 months,18.21,474.98,D,5 years,RENT,38300,Source Verified,credit_card,12.28,0,675,76.0,Fully Paid
30700,36 months,14.29,1053.58,C,7 years,MORTGAGE,45200,Verified,credit_card,23.69,1,692,70.7,Charged Off
12400,36 months,11.98,411.74,C,3 years,OWN,46000,Not Verified,debt_consolidation,11.18,0,694,46.2,Fully Paid
17700,60 months,14.89,420.06,C,1 year,MORTGAGE,42900,Source Verified,credit_card,24.5,0,717,39.8,Fully Paid
13200,36 months,13.65,448.9,C,10+ years,MORTGAGE,64800,Not Verified,debt_consolidation,13.61,0,712,58.3,Fully Paid
10500,36 months,11.7,347.25,B,4 years,RENT,63200,Verified,home_improvement,10.59,0,708,44.8,Fully Paid
6100,60 months,14.93,144.89,C,4 years,MORTGAGE,67200,Source Verified,debt_consolidation,20.94,0,686,56.7,Charged Off
6200,36 months,7.09,191.69,A,10+ years,RENT,215300,Not Verified,debt_consolidation,11.09,0,737,48.8,Fully Paid
10500,36 months,16.63,372.42,D,5 years,RENT,64300,Verified,credit_card,6.87,0,717,61.2,Fully Paid
23100,36 months,11.44,761.09,B,,OWN,38500,Source Verified,credit_card,8.52,0,752,66.6,Fully Paid
9200,36 months,15.65,321.86,D,10+ years,MORTGAGE,29200,Verified,debt_consolidation,14.4,0,677,47.2,Fully Paid
6900,36 months,6.25,210.69,A,,RENT,42900,Source Verified,debt_consolidation,1.79,1,731,52.3,Fully Paid
18000,36 months,14.46,619.23,C,2 years,RENT,107800,Source Verified,debt_consolidation,13.19,0,723,58.0,Charged Off
4700,36 months,10.97,153.81,B,5 years,RENT,35900,Not Verified,small_business,23.61,1,712,66.7,Charged Off
6600,36 months,15.64,230.87,E,10+ years,MORTGAGE,108500,Not Verified,debt_consolidation,29.86,0,678,64.5,Charged Off
12100,36 months,10.9,395.57,B,2 years,OWN,60600,Verified,debt_consolidation,16.73,1,726,53.1,Fully Paid
9400,36 months,7.68,293.18,A,8 years,MORTGAGE,33200,Source Verified,other,16.47,1,747,49.5,Fully Paid
9800,60 months,8.25,199.88,A,3 years,MORTGAGE,54700,Source Verified,debt_consolidation,9.06,0,750,78.4,Fully Paid
28000,36 months,8.91,889.22,B,2 years,RENT,81600,Source Verified,debt_consolidation,9.09,1,734,60.0,Charged Off
7100,36 months,7.39,220.5,A,10+ years,OWN,52300,Not Verified,credit_card,12.75,0,739,65.8,Fully Paid
13000,36 months,6.95,401.11,A,10+ years,RENT,61300,Verified,car,9.8,0,745,29.2,Fully Paid
13700,36 months,7.36,425.27,A,10+ years,RENT,43500,Not Verified,major_purchase,21.71,0,743,73.8,Fully Paid
15800,36 months,18.79,577.49,E,1 year,RENT,84200,Verified,home_improvement,17.27,0,658,20.6,Fully Paid
7600,36 months,10.05,245.41,B,7 years,MORTGAGE,62100,Verified,credit_card,23.66,2,727,71.5,Fully Paid
11000,36 months,6.5,337.14,A,7 years,MORTGAGE,56100,Source Verified,debt_consolidation,27.78,0,748,81.0,Fully Paid
25700,60 months,22.57,718.16,F,10+ years,RENT,53700,Not Verified,credit_card,16.97,0,655,18.8,Fully Paid
22500,60 months,12.89,510.68,C,10+ years,RENT,88500,Source Verified,small_business,14.51,1,703,15.0,Charged Off
23400,60 months,15.17,558.77,C,10+ years,MORTGAGE,35000,Not Verified,debt_consolidation,1.21,0,698,75.5,Fully Paid
12100,36 months,13.63,411.38,C,3 years,MORTGAGE,62800,Source Verified,debt_consolidation,19.16,1,698,67.3,Fully Paid
4500,36 months,9.11,143.33,B,10+ years,RENT,56500,Source Verified,debt_consolidation,4.96,0,710,38.9,Fully Paid
19300,60 months,17.28,482.57,D,5 years,RENT,80100,Verified,debt_consolidation,20.22,0,694,51.9,Fully Paid
4200,60 months,13.74,97.16,C,< 1 year,RENT,53700,Not Verified,debt_consolidation,28.0,1,713,59.8,Charged Off
12100,36 months,12.02,402.01,B,10+ years,MORTGAGE,128900,Verified,debt_consolidation,22.2,1,724,56.7,Fully Paid
9900,36 months,18.97,362.74,D,3 years,MORTGAGE,135900,Not Verified,credit_card,19.68,1,687,74.5,Fully Paid
9200,36 months,10.46,298.85,B,2 years,MORTGAGE,69300,Not Verified,credit_card,21.28,0,713,68.7,Fully Paid
8600,36 months,17.79,310.01,D,6 years,RENT,97500,Verified,debt_consolidation,36.13,0,682,40.5,Fully Paid
12400,36 months,8.1,389.14,B,10+ years,RENT,116700,Verified,major_purchase,24.39,0,707,87.2,Charged Off
14000,60 months,14.05,326.12,C,10+ years,MORTGAGE,48200,Source Verified,debt_consolidation,11.56,0,704,62.4,Fully Paid
15600,36 months,18.58,568.53,D,10+ years,MORTGAGE,111700,Verified,debt_consolidation,8.12,1,676,31.3,Fully Paid
12600,60 months,18.0,319.96,E,10+ years,OWN,38200,Not Verified,medical,22.02,0,664,82.5,Fully Paid
11200,36 months,17.34,401.21,D,1 year,RENT,39000,Source Verified,credit_card,20.1,0,665,32.0,Fully Paid
40000,36 months,17.72,1440.48,D,10+ years,MORTGAGE,60000,Source Verified,debt_consolidation,14.72,1,700,25.3,Fully Paid
21500,36 months,9.24,686.1,B,< 1 year,MORTGAGE,84500,Verified,other,17.09,0,722,32.2,Fully Paid
11400,36 months,9.82,366.88,B,5 years,MORTGAGE,68800,Source Verified,credit_card,13.06,0,707,46.4,Charged Off
12700,60 months,13.2,290.27,C,5 years,MORTGAGE,61100,Source Verified,credit_card,24.1,1,706,48.4,Fully Paid
16500,60 months,8.4,337.73,A,6 years,RENT,26000,Verified,debt_consolidation,18.12,1,774,29.0,Fully Paid
8700,36 months,10.68,283.51,B,6 years,RENT,73900,Verified,debt_consolidation,29.99,0,713,42.6,Fully Paid
29200,60 months,5.65,559.78,A,10+ years,MORTGAGE,106500,Source Verified,debt_consolidation,7.03,0,767,78.0,Fully Paid
12700,36 months,6.51,389.3,A,10+ years,OTHER,54300,Not Verified,debt_consolidation,22.01,1,748,49.8,Charged Off
12200,36 months,10.37,395.78,B,10+ years,OWN,31700,Not Verified,other,19.19,0,716,70.6,Fully Paid
17500,36 months,10.48,568.63,B,5 years,RENT,60400,Not Verified,debt_consolidation,12.63,0,726,79.9,Fully Paid
17400,36 months,11.88,576.93,B,2 years,MORTGAGE,52700,Not Verified,debt_consolidation,14.59,0,731,27.8,Fully Paid
26200,36 months,11.6,865.22,C,1 year,MORTGAGE,130200,Not Verified,debt_consolidation,14.91,0,707,87.7,Charged Off
25800,36 months,10.65,840.39,B,8 years,MORTGAGE,80000,Verified,debt_consolidation,21.7,0,721,39.5,Fully Paid
32500,60 months,16.42,797.61,D,10+ years,OWN,33300,Verified,debt_consolidation,11.94,0,674,69.5,Fully Paid
5200,36 months,11.98,172.66,C,1 year,RENT,89600,Not Verified,debt_consolidation,16.46,0,704,29.8,Fully Paid
29800,36 months,6.49,913.2,A,8 years,RENT,69400,Verified,debt_consolidation,18.39,0,717,51.6,Fully Paid
15900,36 months,13.4,538.8,C,1 year,MORTGAGE,49300,Verified,home_improvement,15.46,0,710,46.5,Fully Paid
25100,60 months,10.43,538.63,B,10+ years,MORTGAGE,93700,Not Verified,home_improvement,34.53,0,714,65.8,Fully Paid
8300,60 months,14.46,195.11,C,< 1 year,OWN,70100,Not Verified,major_purchase,11.96,0,702,34.4,Fully Paid
4700,60 months,9.45,98.59,B,5 years,OWN,104100,Verified,debt_consolidation,22.06,0,722,74.0,Fully Paid
20800,36 months,17.46,746.35,D,10+ years,MORTGAGE,74700,Verified,home_improvement,11.19,0,687,25.5,Fully Paid
17700,36 months,19.36,652.04,D,2 years,MORTGAGE,106800,Not Verified,credit_card,28.12,0,695,62.2,Fully Paid
24700,36 months,6.68,759.06,A,8 years,RENT,48100,Verified,home_improvement,7.26,1,749,53.3,Fully Paid
3400,36 months,13.77,115.82,C,2 years,RENT,84000,Verified,debt_consolidation,16.25,0,718,46.3,Fully Paid
16300,60 months,10.1,347.13,B,10+ years,RENT,89700,Verified,debt_consolidation,30.48,0,701,,Fully Paid
13000,36 months,11.31,427.51,B,8 years,RENT,96500,Not Verified,credit_card,14.25,0,725,69.8,Fully Paid
5700,36 months,12.14,189.7,C,2 years,RENT,39600,Not Verified,debt_consolidation,4.46,0,704,91.2,Fully Paid
5700,36 months,10.52,185.32,B,10+ years,OWN,227300,Source Verified,credit_card,14.1,0,727,58.2,Fully Paid
28600,36 months,14.93,990.45,C,,RENT,52200,Verified,debt_consolidation,28.97,0,700,45.6,Fully Paid
12000,60 months,10.47,257.75,B,8 years,RENT,73200,Source Verified,credit_card,21.01,0,728,41.1,Fully Paid
15200,60 months,8.07,308.71,A,1 year,MORTGAGE,79000,Source Verified,debt_consolidation,26.21,0,750,19.9,Fully Paid
21700,36 months,12.0,720.75,B,10+ years,RENT,115900,Source Verified,credit_card,12.43,0,723,16.0,Fully Paid
17700,60 months,10.25,378.25,C,10+ years,MORTGAGE,62800,Not Verified,debt_consolidation,11.34,1,715,54.5,Fully Paid
7400,60 months,19.43,193.72,E,8 years,MORTGAGE,44100,Source Verified,debt_consolidation,25.83,0,682,42.2,Charged Off
7600,36 months,12.18,253.08,C,10+ years,MORTGAGE,100400,Not Verified,other,16.07,1,704,51.3,Charged Off
5900,36 months,17.94,213.12,D,4 years,MORTGAGE,25600,Source Verified,small_business,19.25,0,694,50.7,Fully Paid
9400,60 months,11.27,205.65,B,3 years,MORTGAGE,124100,Source Verified,major_purchase,25.3,0,688,19.6,Fully Paid
31500,36 months,7.01,972.77,A,4 years,RENT,130900,Verified,home_improvement,15.93,0,778,79.7,Fully Paid
13000,36 months,12.54,435.15,C,2 years,RENT,76400,Source Verified,debt_consolidation,11.88,0,700,52.5,Charged Off
10700,36 months,11.45,352.59,B,3 years,RENT,155900,Not Verified,debt_consolidation,17.56,0,731,60.4,Fully Paid
11600,36 months,8.53,366.34,A,1 year,RENT,58300,Verified,debt_consolidation,13.16,1,734,19.5,Fully Paid
4100,36 months,10.18,132.64,B,10+ years,OWN,58200,Source Verified,debt_consolidation,20.21,0,705,53.5,Fully Paid
33900,60 months,10.77,733.19,B,< 1 year,RENT,35000,Not Verified,debt_consolidation,15.86,1,694,60.5,Fully Paid
4400,36 months,10.22,142.43,B,10+ years,RENT,62000,Not Verified,debt_consolidation,13.61,0,719,9.6,Fully Paid
4900,60 months,11.11,106.81,B,4 years,OWN,68600,Verified,credit_card,10.96,0,716,45.6,Fully Paid
12100,36 months,16.86,430.56,D,5 years,MORTGAGE,37500,Source Verified,debt_consolidation,9.64,0,678,51.8,Fully Paid
5300,36 months,14.22,181.71,C,1 year,MORTGAGE,58300,Source Verified,major_purchase,5.83,0,690,39.0,Fully Paid
11700,36 months,10.41,379.78,B,10+ years,MORTGAGE,24000,Verified,credit_card,24.96,0,716,60.5,Fully Paid
20000,36 months,14.35,686.96,D,10+ years,MORTGAGE,23200,Source Verified,debt_consolidation,6.9,0,690,72.9,Fully Paid
11700,36 months,10.52,380.39,B,1 year,RENT,231500,Not Verified,debt_consolidation,30.75,0,724,56.2,Fully Paid
40000,36 months,14.14,1369.83,C,10+ years,MORTGAGE,107700,Verified,credit_card,24.35,0,682,51.7,Fully Paid
7000,36 months,15.93,245.86,D,1 year,RENT,222100,Verified,debt_consolidation,9.09,0,675,10.1,Fully Paid
10200,36 months,12.22,339.86,C,10+ years,MORTGAGE,42600,Verified,home_improvement,9.83,0,701,56.6,Fully Paid
11800,36 months,15.53,412.12,C,,RENT,134200,Source Verified,debt_consolidation,15.29,0,701,54.5,Fully Paid
7300,36 months,14.44,251.06,C,1 year,MORTGAGE,75500,Not Verified,debt_consolidation,10.2,0,685,59.6,Fully Paid
12100,36 months,10.19,391.51,B,10+ years,MORTGAGE,34300,Verified,debt_consolidation,23.82,0,698,64.7,Fully Paid
11700,60 months,24.75,341.7,F,10+ years,RENT,34100,Verified,debt_consolidation,16.43,0,680,67.0,Charged Off
9500,36 months,6.53,291.3,A,2 years,MORTGAGE,173800,Verified,debt_consolidation,26.1,0,751,66.3,Fully Paid
8600,36 months,16.98,306.53,D,10+ years,RENT,62600,Not Verified,debt_consolidation,8.26,0,690,24.1,Fully Paid
16300,36 months,28.93,682.44,G,4 years,RENT,58200,Not Verified,small_business,19.17,0,650,62.9,Fully Paid
17300,36 months,6.45,529.83,A,10+ years,MORTGAGE,57600,Source Verified,debt_consolidation,16.67,0,787,73.0,Fully Paid
5600,60 months,17.91,141.93,D,10+ years,MORTGAGE,18300,Verified,credit_card,16.8,1,670,88.1,Fully Paid
12200,36 months,5.94,370.82,A,1 year,RENT,53700,Source Verified,debt_consolidation,21.01,0,740,27.5,Fully Paid
11700,60 months,9.33,244.75,B,10+ years,RENT,29700,Not Verified,credit_card,11.32,0,715,16.5,Fully Paid
10500,36 months,9.57,336.69,B,10+ years,MORTGAGE,85900,Verified,small_business,30.82,0,702,41.2,Fully Paid
13900,60 months,17.93,352.44,D,9 years,MORTGAGE,65900,Source Verified,debt_consolidation,12.93,0,665,32.2,Fully Paid
9300,36 months,7.03,287.28,A,3 years,RENT,111400,Not Verified,medical,25.96,0,751,45.3,Fully Paid
14200,36 months,11.64,469.21,B,2 years,MORTGAGE,99300,Source Verified,credit_card,15.99,0,725,47.1,Fully Paid
5600,60 months,11.45,123.02,B,10+ years,RENT,74800,Verified,credit_card,7.59,0,735,70.1,Charged Off
32600,36 months,6.56,1000.05,A,10+ years,RENT,48600,Verified,debt_consolidation,12.08,0,738,28.9,Fully Paid
21600,36 months,9.37,690.6,B,1 year,RENT,36400,Not Verified,debt_consolidation,24.31,0,731,24.5,Charged Off
18500,36 months,17.88,667.71,D,3 years,MORTGAGE,91100,Verified,debt_consolidation,23.45,0,695,55.2,Fully Paid
15900,60 months,13.55,366.27,C,10+ years,OWN,125800,Not Verified,debt_consolidation,34.23,0,691,75.6,Fully Paid
32700,36 months,8.63,1034.23,B,3 years,RENT,66300,Source Verified,debt_consolidation,12.59,0,718,74.6,Fully Paid
7900,60 months,11.19,172.51,B,2 years,RENT,75800,Verified,credit_card,16.68,1,721,6.0,Fully Paid
7600,36 months,14.49,261.56,C,8 years,MORTGAGE,94500,Source Verified,debt_consolidation,16.5,1,700,30.7,Fully Paid
11100,36 months,13.36,375.93,C,7 years,MORTGAGE,168200,Not Verified,home_improvement,13.66,0,709,61.4,Fully Paid
31100,36 months,6.05,946.83,A,10+ years,MORTGAGE,54700,Source Verified,other,8.26,1,747,54.3,Fully Paid
6100,36 months,10.06,197.0,B,5 years,OWN,78100,Verified,debt_consolidation,29.13,0,715,52.1,Fully Paid
23600,60 months,14.28,552.56,C,10+ years,RENT,33600,Not Verified,home_improvement,15.89,0,687,69.0,Fully Paid
15200,36 months,6.96,469.05,A,1 year,MORTGAGE,128700,Source Verified,debt_consolidation,34.37,0,741,50.3,Fully Paid
6000,60 months,5.94,115.83,A,,MORTGAGE,46800,Source Verified,major_purchase,41.21,0,754,52.3,Charged Off
22500,36 months,12.93,757.36,C,10+ years,RENT,55300,Not Verified,debt_consolidation,44.8,0,702,7.1,Fully Paid
5100,36 months,10.81,166.51,B,2 years,OWN,85400,Source Verified,home_improvement,26.38,0,720,96.7,Fully Paid
12400,60 months,6.31,241.52,A,9 years,RENT,92200,Not Verified,debt_consolidation,24.76,0,754,85.3,Fully Paid
19900,36 months,22.67,766.9,F,3 years,OWN,129200,Not Verified,debt_consolidation,28.79,0,655,64.5,Charged Off
10700,60 months,12.28,239.53,C,5 years,MORTGAGE,67000,Source Verified,debt_consolidation,18.59,0,706,34.6,Fully Paid
11900,36 months,6.7,365.81,A,7 years,MORTGAGE,54600,Verified,credit_card,14.23,0,726,89.3,Fully Paid
