loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status
11900,36 months,9.71,382.36,B,4 years,MORTGAGE,112100,Source Verified,debt_consolidation,38.72,1,728,27.4,Fully Paid
13900,60 months,13.44,319.41,C,6 years,OWN,79800,Not Verified,debt_consolidation,25.33,0,730,52.5,Charged Off
10200,60 months,11.14,222.49,B,10+ years,MORTGAGE,31000,Verified,debt_consolidation,15.74,1,711,70.7,Charged Off
11600,60 months,17.39,290.73,D,5 years,RENT,87600,Not Verified,debt_consolidation,32.75,0,671,40.8,Charged Off
27700,36 months,15.46,966.48,D,< 1 year,MORTGAGE,40400,Verified,debt_consolidation,23.57,0,673,54.9,Fully Paid
24700,36 months,24.53,975.94,F,6 years,RENT,52000,Not Verified,debt_consolidation,38.24,0,664,45.9,Charged Off
31200,60 months,9.5,655.26,B,5 years,MORTGAGE,62300,Not Verified,credit_card,17.45,1,721,14.5,Fully Paid
9400,60 months,12.18,209.95,C,1 year,MORTGAGE,72200,Not Verified,debt_consolidation,12.18,2,724,54.8,Fully Paid
30100,36 months,22.79,1161.87,E,9 years,MORTGAGE,67200,Not Verified,debt_consolidation,11.09,0,677,51.7,Fully Paid
13200,36 months,10.25,427.48,B,10+ years,RENT,75600,Verified,major_purchase,35.18,0,714,44.0,Fully Paid
18500,36 months,18.14,670.12,E,4 years,MORTGAGE,79200,Source Verified,debt_consolidation,32.16,0,670,58.3,Charged Off
9000,36 months,14.09,307.99,D,3 years,MORTGAGE,71500,Source Verified,credit_card,32.21,1,706,29.6,Fully Paid
17400,36 months,10.55,565.95,B,10+ years,RENT,104400,Not Verified,debt_consolidation,9.62,0,709,38.5,Fully Paid
21300,60 months,10.68,459.72,B,10+ years,MORTGAGE,41900,Not Verified,debt_consolidation,27.19,0,691,50.0,Charged Off
19500,36 months,11.49,642.94,C,1 year,MORTGAGE,36200,Source Verified,debt_consolidation,25.4,0,699,85.2,Charged Off
6700,36 months,25.49,268.13,F,2 years,MORTGAGE,81400,Verified,debt_consolidation,20.68,1,680,46.3,Charged Off
6000,60 months,19.63,157.73,E,,MORTGAGE,48500,Not Verified,debt_consolidation,5.86,1,654,36.2,Charged Off
17300,36 months,21.81,659.0,E,8 years,RENT,40400,Not Verified,debt_consolidation,8.42,0,682,23.0,Charged Off
6400,36 months,19.35,235.73,D,5 years,RENT,18500,Source Verified,major_purchase,22.92,0,690,62.2,Charged Off
8000,36 months,12.24,266.63,C,4 years,MORTGAGE,22300,Not Verified,small_business,10.38,0,687,64.0,Charged Off
6300,60 months,11.76,139.38,C,2 years,RENT,91700,Not Verified,major_purchase,20.37,0,709,42.4,Fully Paid
15900,36 months,18.01,574.9,E,2 years,MORTGAGE,52400,Verified,car,39.14,1,691,49.5,Charged Off
19000,36 months,12.03,631.34,C,10+ years,RENT,99600,Source Verified,debt_consolidation,23.45,0,700,62.4,Charged Off
4800,36 months,17.52,172.38,D,,MORTGAGE,72000,Verified,credit_card,19.91,0,692,31.7,Charged Off
14600,60 months,28.51,459.09,G,9 years,MORTGAGE,73900,Source Verified,debt_consolidation,44.86,0,660,62.9,Charged Off
40000,36 months,7.72,1248.29,A,10+ years,OWN,262700,Verified,debt_consolidation,22.15,1,737,67.8,Charged Off
10900,60 months,20.21,290.06,E,10+ years,MORTGAGE,25600,Source Verified,debt_consolidation,5.34,1,644,64.6,Fully Paid
11600,36 months,8.53,366.34,A,1 year,RENT,58300,Verified,debt_consolidation,13.16,1,734,19.5,Fully Paid
8800,36 months,10.13,284.49,B,10+ years,RENT,40000,Not Verified,debt_consolidation,20.3,0,703,22.1,Charged Off
7700,36 months,10.2,249.18,B,7 years,MORTGAGE,40600,Not Verified,credit_card,40.06,1,717,58.4,Fully Paid
3200,60 months,9.23,66.78,B,10+ years,RENT,61400,Source Verified,debt_consolidation,21.61,1,723,37.2,Fully Paid
30100,36 months,17.7,1083.66,D,7 years,OWN,52400,Source Verified,debt_consolidation,20.94,1,666,46.5,Fully Paid
19100,36 months,26.12,770.77,F,3 years,RENT,53200,Not Verified,small_business,26.35,0,642,40.4,Charged Off
14100,60 months,6.42,275.35,A,1 year,MORTGAGE,96900,Source Verified,credit_card,16.54,1,755,48.8,Charged Off
6400,36 months,10.55,208.17,B,5 years,MORTGAGE,52900,Not Verified,debt_consolidation,9.75,0,708,90.8,Charged Off
11800,60 months,5.36,224.63,A,10+ years,MORTGAGE,42900,Source Verified,debt_consolidation,19.64,0,756,90.4,Charged Off
3500,60 months,6.43,68.37,A,1 year,MORTGAGE,192200,Verified,debt_consolidation,28.55,0,749,48.1,Fully Paid
10100,36 months,18.43,367.32,D,10+ years,MORTGAGE,28000,Verified,debt_consolidation,12.33,0,691,45.6,Charged Off
15300,36 months,14.02,523.07,C,10+ years,MORTGAGE,120500,Not Verified,credit_card,20.91,0,713,44.9,Charged Off
9200,36 months,15.96,323.26,D,,RENT,90800,Verified,debt_consolidation,25.79,0,682,18.9,Charged Off
7500,36 months,9.89,241.62,B,10+ years,RENT,102000,Verified,debt_consolidation,13.46,0,700,77.4,Charged Off
10100,36 months,8.9,320.71,B,10+ years,MORTGAGE,46200,Not Verified,credit_card,23.54,0,724,53.0,Charged Off
13600,36 months,10.38,441.26,B,< 1 year,MORTGAGE,52200,Not Verified,debt_consolidation,12.77,0,726,59.9,Fully Paid
8500,60 months,16.44,208.7,D,3 years,OWN,168600,Source Verified,home_improvement,20.3,0,679,61.8,Fully Paid
4100,36 months,12.25,136.67,B,3 years,OTHER,112500,Not Verified,debt_consolidation,22.45,1,726,41.3,Charged Off
3800,36 months,14.84,131.43,C,10+ years,MORTGAGE,56000,Source Verified,debt_consolidation,9.13,0,706,64.9,Fully Paid
